 c_clave_grupo_productos |                                                          nombre_grupo                                                          
 24112900                | Embalajes
 24113000                | Lámina termo - retráctil
 24121500                | Cajas, bolsas y sacos para empaquetado
 24121800                | Latas para envasado
 24122000                | Botellas
 24131500                | Refrigeradores industriales
 24131600                | Congeladores industriales
 24131900                | Máquinas de hacer el hielo
 24141500                | Suministros para seguridad y protección
 24141600                | Suministros de acolchados
 24141700                | Tubos y núcleos de embalaje y etiquetas y accesorios
 25101500                | Vehículos de pasajeros
 25101600                | Vehículos de transporte de productos y materiales
 25101700                | Vehículos de protección y salvamento
 25101800                | Bicicletas de motor
 25101900                | Vehículos especializados o de recreo
 25102000                | Vehículos de guerra
 25102100                | Camiones tractores
 25111500                | Embarcaciones marítimas comerciales
 25111600                | Embarcaciones de seguridad y salvamento
 25111700                | Embarcaciones militares
 25111800                | Embarcaciones de recreo
 25111900                | Sistemas y premontajes de embarcaciones marítimas
 25121500                | Locomotoras y vagonetas eléctricas
 25121600                | Vagones de ferrocarril y tranvía
 25121700                | Equipo y sistemas de apoyo ferroviario
 25131500                | Aeronave de alas fijas motorizada
 25131600                | Aeronave de alas giratorias civil y comercial
 25131700                | Aeronave de ala fija militar
 25131800                | Avión especial
 25131900                | Avión militar de ala giratoria
 25132000                | Avión de recreo
 25151500                | Naves espaciales
 25151700                | Satélites
 25161500                | Vehículos a pedal
 25171500                | Limpiaparabrisas
 25171600                | Sistemas de descarchado y antiniebla
 25171700                | Sistemas de frenado y componentes
 25171900                | Ruedas y acabados
 25172000                | Componentes de sistema de suspensión
 25172100                | Componentes y sistemas de seguridad de vehículo
 25172200                | Puertas para vehículos
 25172300                | Ventanas y parabrisas para vehículos
 25172400                | Depósitos y sistemas de combustible
 25172500                | Neumáticos y cámaras de neumáticos
 25172600                | Acabados y revestimientos exterior para vehículos
 25172700                | Sistemas de control medioambiental
 25172800                | Sistemas y componentes hidráulicos
 25172900                | Iluminación exterior para vehículos
 25173000                | Iluminación interior para vehículos
 25173100                | Sistemas y componentes de localización y navegación
 25173300                | Sistemas de control principal
 25173700                | Controles de emisión y de escape
 25173800                | Sistemas de tren de transmisión
 25173900                | Componentes eléctricos
 25174000                | Sistema de refrigerar de motor
 25174100                | Sistemas de tejado
 25174200                | Sistema de dirección
 25174400                | Sistemas del interior de vehículos
 25174600                | Sistemas de asientos del vehículo
 25174700                | Componentes de ciclo no motorizado o accesorios
 25174800                | Componentes y sistemas de vehículos especializados
 25174900                | Aisladores y amortiguadores de vibración de vehículos
 25175000                | Sistemas de cargado eléctrico de vehículos
 25181600                | Chasis automotriz
 25181700                | Remolques para productos y materiales
 25191500                | Sistemas y equipo de apoyo para transporte aéreo
 25191600                | Sistemas y equipo de apoyo para transporte espacial
 25191700                | Equipo para el mantenimiento de vehículo
 25191800                | Equipo de medición y prueba de vehículos
 25201500                | Fuselaje y componentes de avión
 25201600                | Sistemas de situación y navegación aeroespacial y componentes
 25201700                | Sistemas relacionados con las comunicaciones de vuelo
 25201800                | Sistemas de control principal del avión
 25201900                | Sistemas de urgencia del avión
 25202000                | Sistemas de energía de avión
 25202100                | Instrumentación de vuelo
 25202200                | Sistemas del aterrizaje y de frenos del avión
 25202300                | Controles de pasajeros de avión
 25202400                | Sistemas y depósitos de combustible del avión
 25202500                | Equipo de avión
 25202600                | Sistemas y componentes del control ambiental del avión
 25202700                | Acumuladores del avión
 26101100                | Motores eléctricos de corriente alterna AC
 26101200                | Motores eléctricos de corriente directa DC
 26101300                | Motores no eléctricos
 26101400                | Componentes de motores o generadores
 26101500                | Motores
 26101700                | Accesorios y componentes de motor
 26101900                | Componentes de motor de combustión interna
 26111500                | Transmisión de energía cinética
 26111600                | Generadores de potencia
 26111700                | Baterías, pilas y accesorios
 26111800                | Componentes de la transmisión
 26111900                | Embragues
 26112000                | Piezas y accesorios de embragues
 26112100                | Sistemas de frenado industriales
 26121500                | Alambre eléctrico
 26121600                | Cables eléctricos y accesorios
 26121700                | Cableado preformado
 26121800                | Cable automotriz
 26131500                | Centrales eléctricas
 26131600                | Equipo de cribado o estructuras de tubo de escape
 26131700                | Equipo de detección o vigilancia de producción de energía
 26131800                | Equipo de control de producción de energía
 26141600                | Equipo para ensamblaje subcrítico
 26141700                | Equipo para dosimetría
 26141800                | Aparatos para celda caliente
 26141900                | Instrumentos nucleónicos industriales
 26142000                | Equipo de irradiación
 26142100                | Equipos para reactores nucleares
 26142200                | Equipo para combustible nuclear
 26142300                | Equipos protectores contra la radiación
 26142400                | Equipo para residuos radiactivos
 27111500                | Herramientas de corte y engarzado y punzones
 27111600                | Herramientas de perfilar
 27111700                | Llaves inglesas y guías
 27111800                | Herramientas de medida y bocetaje
 27111900                | Herramientas gruesas y de acabado
 27112000                | Herramientas manuales de jardinería, agricultura y forestación
 27112100                | Herramientas de sujeción y fijación
 27112200                | Herramientas de albañilería y concreto
 27112300                | Herramientas de marcar
 27112400                | Herramientas de inserción y ajuste
 27112500                | Herramientas para apalancar y curvar
 27112600                | Herramientas para precintar
 27112700                | Herramientas mecánicas
 27112800                | Conexiones de herramientas y accesorios
 27112900                | Herramientas dispensadoras
 27113000                | Cepillos
 27113100                | Herramientas de arrastre
 27113200                | Juegos de herramientas
 27113300                | Herramientas manuales de precisión
 27121500                | Prensas hidráulicas
 27121600                | Pistones y cilindros hidráulicos
 27121700                | Accesorios de tubería y manga hidráulica
 27121800                | Herramientas hidráulicas
 27131500                | Herramientas neumáticas
 27131600                | Accesorios de aire y conectores
 27131700                | Cilindros neumáticos y componentes
 27141000                | Herramientas de carrocería
 27141100                | Herramientas de suspensión
 30101500                | Ángulos
 30101700                | Vigas
 30101800                | Conductos
 30102000                | Hoja
 30102200                | Plancha
 30102300                | Perfiles
 30102400                | Varillas
 30102800                | Pilotaje
 30102900                | Pilares
 30103100                | Rieles
 30103200                | Enrejado
 30103500                | Alma de panal
 30103600                | Productos estructurales
 30103700                | Trenza
 30103800                | Fibras y filamentos mecánicos
 30103900                | Ejes
 30111500                | Concreto y morteros
 30111600                | Cemento y cal
 30111700                | Yesos
 30111800                | Agregados
 30111900                | Elementos para reforzar concreto
 30121500                | Derivados bituminosos
 30121600                | Asfaltos
 30121700                | Materiales de construcción de caminos y carrileras
 30121800                | Materiales de arquitectura paisajística
 30121900                | Materiales para estabilización y refuerzo de suelos
 30131500                | Bloques
 30131600                | Ladrillos
 30131700                | Azulejos y baldosas
 30141500                | Aislamiento térmico
 30141600                | Aislamiento especial
 30141700                | Capas de sellamiento de aislamiento
 30151500                | Material para tejados y techos
 30151600                | Accesorios para tejados
 30151700                | Canalones de tejado y accesorios
 30151800                | Materiales para revestimiento de paredes y exterior
 30151900                | Materiales y productos para acabados
 30152000                | Cercado
 30152100                | Superficie
 30161500                | Materiales para acabados de paredes
 30161600                | Materiales para techos
 30161700                | Suelos
 30161800                | Ebanistería
 30161900                | Moldeado y carpintería mecánica
 30162000                | Molduras y carpintería
 30162100                | Laminados interiores
 30162200                | Mostradores
 30162300                | Accesorios para gabinetes
 30162400                | Muros divisorios
 30171500                | Puertas
 30171600                | Ventanas
 30171700                | Productos de cristal
 30171800                | Claraboyas
 30171900                | Marcos de ventanas
 30172000                | Puertas
 30172100                | Puertas para garaje y operadores
 30181500                | Porcelana sanitaria
 30181600                | Instalaciones residenciales no sanitarias
 30181700                | Grifos
 30181800                | Cabezas, chorros y partes y accesorios de grifos y duchas
 30191500                | Escaleras y andamios
 30191600                | Escaleras y accesorios de andamiaje
 30191700                | Cobertizos y remolques de construcción
 30191800                | Equipos y materiales para construcciones temporales y apoyo al mantenimiento
 30241500                | Componentes de consolidación de estructuras portátiles
 30241600                | Componentes estructurales de tribunas, gradas y escalera
 30241700                | Componentes soporte y cobertura de tiendas, carpas y estructuras de membrana
 30251500                | Estructuras de soporte de techos bajo tierra
 30261500                | Barras de latón
 30261600                | Láminas de latón
 30261700                | Lingotes, bandas, palanquillas y alambres de latón
 30261800                | Barras y láminas de magnesio
 30261900                | Lingotes, bandas, palanquillas y alambres de magnesio
 30262000                | Barras y láminas de titanio
 30262100                | Lingotes, bandas, palanquillas y alambres de titanio
 30262200                | Barras de cobre
 30262300                | Láminas de cobre
 30262400                | Lingotes, bandas, palanquillas y alambres de cobre
 30262500                | Barras de bronce
 30262600                | Láminas de bronce
 30262700                | Lingotes, bandas, palanquillas y alambres de bronce
 30262800                | Barras y láminas de zinc
 30262900                | Lingotes, bandas, palanquillas y alambres de zinc
 30263000                | Barras de estaño
 30263100                | Láminas de estaño
 30263200                | Lingotes, bandas, palanquillas y alambres de estaño
 30263300                | Barras de plomo
 30263400                | Láminas de plomo
 30263500                | Lingotes, bandas, palanquillas y alambres de plomo
 30263600                | Barras de acero al carbón
 30263700                | Barras de aleación de acero
 30263800                | Barras de acero de herramienta
 30263900                | Barras de acero especial
 30264000                | Láminas de acero al carbón
 30264100                | Láminas de aleación de acero
 30264200                | Láminas de acero de herramienta
 30264300                | Láminas de acero especial
 30264400                | Lingotes, bandas, palanquillas y alambres de al carbón
 30264500                | Barras de acero inoxidable
 30264600                | Láminas de acero inoxidable
 30264700                | Alambre de acero inoxidable
 30264800                | Bandas de acero inoxidable
 30264900                | Barras de aluminio
 30265000                | Láminas de aluminio
 30265100                | Alambre de aluminio
 30265200                | Bandas y lingotes de aluminio
 30265300                | Barras de hierro
 30265400                | Láminas de hierro
 30265500                | Lingotes, bandas, palanquillas y alambres de hierro
 30265600                | Barras y láminas de aleaciones ferrosas
 30265700                | Lingotes, bandas, palanquillas y alambres de aleaciones ferrosas
 30265800                | Barras y láminas plásticas
 30265900                | Alambre y bandas de plástico
 30266000                | Barras de metales preciosos y metales especiales
 30266100                | Láminas de metales preciosos y metales especiales
 30266200                | Lingotes, bandas, palanquillas y alambres de metales preciosos y metales especiales
 30266300                | Materiales estructurales de madera
 30266400                | Barras y láminas de materiales especiales
 30266500                | Lingotes, bandas, palanquillas y alambres de  materiales especiales
 30266600                | Láminas y lingotes de níckel
 30266700                | Trasmisiones
 31101600                | Moldeos en arena
 31101700                | Piezas fundidas en molde permanente
 31101800                | Piezas fundidas por moldeo en cáscara
 31101900                | Piezas fundidas a la cera perdida
 31102000                | Piezas de fundición centrífuga
 31102100                | Piezas fundidas en molde cerámico
 31102200                | Piezas fundidas en molde de grafito
 31102300                | Piezas fundidas en molde de yeso
 31102400                | Fundiciones en V
 31102500                | Fundiciones con troquel y ensambles de fundiciones permanentes de baja presión
 31102600                | Fundiciones con troquel y ensambles de fundiciones  de alta presión
 31102700                | Fundiciones y ensambles de fundiciones por apriete
 31102800                | Fundiciones con troquel y ensambles de fundiciones semi - sólidas
 31102900                | Moldeos con troquel y ensambles de fundiciones permanentes a gravedad
 31111500                | Extrusiones de perfiles
 31111600                | Extrusiones por percusión
 31111700                | Extrusiones en frío
 31121000                | Piezas fundidas mecanizadas de proceso v
 31121100                | Fundiciones a troquel mecanizadas
 31121200                | Fundiciones en arena mecanizadas
 31121300                | Fundiciones de molde permanente mecanizadas
 31121400                | Fundiciones de molde de yeso mecanizadas
 31121500                | Fundiciones de molde de concha
 31121600                | Piezas fundidas mecanizadas de inversión
 31121700                | Piezas fundidas centrífugas mecanizadas
 31121800                | Fundiciones labradas de molde de cerámica
 31121900                | Fundiciones labradas de molde de grafito
 31122000                | Fundiciones y ensambles de fundiciones maquinadas por apriete
 31122100                | Fundiciones y ensambles de fundiciones maquinadas semi - sólidas
 31122200                | Fundiciones y ensambles de fundiciones maquinadas por gravedad permanente
 31132000                | Componentes de metal en polvo
 31132100                | Forjas de acero
 31132200                | Forjas de latón
 31132300                | Forjas de aluminio
 31132400                | Forjas de aleaciones no ferrosas
 31132500                | Forjas de aleaciones ferrosas
 31132600                | Forjas de acero inoxidable
 31132700                | Forjas de hierro
 31132800                | Forjas de magnesio
 31132900                | Forjas de titanio
 31133000                | Forjas de berilio
 31133100                | Forjas de cobre
 31133200                | Forjas de zinc
 31133300                | Forjas de bronce
 31133400                | Forjas de estaño
 31133500                | Forjas de plomo
 31133600                | Forjas de metales preciosos
 31133700                | Metales en polvos y aleaciones de metal
 31141500                | Molduras por inyección
 31141600                | Molduras al vacío
 31141700                | Moldeados por inyección de aire
 31141800                | Moldeos por inyección y reacción (RIM)
 31141900                | Moldeados de inyección con inserción
 31142000                | Ensambles de moldeados termoplásticos
 31142100                | Engastes de moldeado termoplástico
 31142200                | Ensambles de engastes termoplástico moldeado por disparo múltiple
 31142300                | Ensambles de engastes termoplástico moldeado por inyección
 31142400                | Ensambles de moldeado termofraguado
 31142500                | Engastes de moldeado termofraguado
 31142600                | Ensambles de engaste termofraguado moldeado por disparo múltiple
 31142700                | Ensambles de engaste termofraguado moldeado
 31142800                | Moldeados por inmersión
 31142900                | Moldeados decorados en el molde por inyección
 31143000                | Moldeados asistidos por gas
 50307500                | Subproductos de frutas frescas
 31143100                | Ensambles de moldeado termoplástico terminados
 31143200                | Moldeados decorados por inyección post moldeado
 31151500                | Cuerdas
 31151600                | Cadenas
 31151700                | Cable mecánico
 31151800                | Alambre mecánico
 31151900                | Correas
 31152000                | Cable de seguridad
 31152100                | Cordones
 31152200                | Alambres no eléctricos de hierro y acero
 31152300                | Alambres no eléctricos de metales no ferrosos
 31161500                | Tornillos
 31161600                | Pernos
 31161700                | Tuercas
 31161800                | Arandelas
 31161900                | Muelles
 31162000                | Clavos
 31162100                | Anclas
 31162200                | Remaches
 31162300                | Ferretería de montaje
 31162400                | Fijadores varios
 31162500                | Soportes y puntales
 31162600                | Ganchos
 31162700                | Roldanas pivotantes y Ruedas
 31162800                | Ferretería en general
 31162900                | Mordazas
 31163000                | Embragues
 31163100                | Conectores
 31163200                | Herraje de retención
 31163300                | Espaciadores
 31163400                | Redes de metal y estructuras de cribado
 31171500                | Rodamientos
 31171600                | Cojinetes
 31171700                | Engranajes
 31171800                | Ruedas industriales
 31171900                | Ruedas dentadas
 31181700                | Embalajes y empaquetaduras
 31181800                | Cubiertas automotrices
 31191500                | Abrasivos y medios de abrasivo
 31191600                | Ruedas abrasivas
 31201500                | Cinta adhesiva
 31201600                | Otros adhesivos y selladores
 31211500                | Pinturas y tapa poros
 31211600                | Aditivos para pinturas
 31211700                | Acabados en general
 31211800                | Disolventes y diluyentes para pinturas
 31211900                | Aplicadores de pintura y accesorios para pintar
 31221600                | Productos para curtidos
 31231100                | Material en barra labrada
 31231200                | Material en placas labrado
 31231400                | Suplementos
 31241500                | Lentes y prismas
 31241600                | Cristales ópticos
 31241700                | Espejos
 31241800                | Filtros ópticos
 31241900                | Bóvedas ópticas
 31242000                | Ventanas de láser y lentes
 31242100                | Accesorios de dispositivos ópticos
 31242200                | Componentes ópticos variados
 31251500                | Activadores
 31251600                | Componentes de robot
 31261500                | Cubiertas y cajas
 31261600                | Cascos y envolturas
 31261700                | Cerramientos o alojamientos insonorizantes
 31271600                | Piezas hechas con torno de roscar
 31281500                | Componentes estampados
 31281700                | Componentes soldados
 31281800                | Componentes perforados
 31281900                | Componentes formados por estiraje
 31282000                | Componentes hidro formados
 31282100                | Componentes formados con rotación
 31282200                | Componentes formados con rodillo
 31282300                | Componentes formados por estiramiento por presión
 31282400                | Componentes formados de explosivos
 31291100                | Estiramientos por presión hidrostática labrados
 31291200                | Estiramientos por presión de impacto labrados
 31291300                | Estiramientos por presión en frío labrados
 31291400                | Estiramientos por presión en caliente labrados
 31301100                | Forjas labradas con troquel abierto
 31301200                | Forjas labradas con troquel cerrado
 31301300                | Forjas labradas de troquel de impresión
 31301400                | Forjas labradas por reducción
 31301500                | Forjas labradas de anillo cilindrado
 31311100                | Conjuntos de tubería soldada de solvente
 31311200                | Conjuntos de tubería remachada
 31311300                | Conjuntos empernados de tubería
 31311400                | Conjuntos de tuberías soldadas con ultra violeta UV
 31311500                | Conjuntos de tubería soldado o soldado con latón
 31311600                | Conjuntos de tubería soldada sónica
 31311700                | Conjuntos de tubería pegada
 31321100                | Conjuntos ligados de material en barras
 31321200                | Conjuntos soldados de solvente de material en barras
 31321300                | Conjuntos remachados de material en barras
 31321400                | Conjuntos soldados o soldados en fuerte de material en barras
 31321500                | Conjuntos de barras soldadas con ultra violeta UV
 31321600                | Conjuntos sónicos soldados de material en barras
 31321700                | Conjuntos empernados de material en barras
 31331100                | Conjuntos estructurales con acabado ligado
 31331200                | Conjuntos estructurales empernados
 31331300                | Conjuntos estructurales soldado sónico
 31331400                | Conjuntos estructurales soldados con ultra violeta UV
 31331500                | Conjuntos estructurales soldado de solvente
 31331600                | Conjuntos estructurales soldado o soldado con latón
 31331700                | Conjuntos estructurales remachados
 31341100                | Conjuntos de placa soldado o soldado con latón
 31341200                | Conjuntos remachados de placa
 31341300                | Conjuntos de láminas soldadas con ultra violeta UV
 31341400                | Conjuntos de lámina soldada sónica
 31341500                | Conjuntos de lámina soldada de solvente
 31341600                | Conjuntos de lámina con acabado ligado
 31341700                | Conjuntos de lámina empernada
 31351100                | Conjuntos de tubos soldados con ultra violeta UV
 31351200                | Conjuntos de tubería soldada o soldada con latón
 31351300                | Conjuntos de tubería remachada
 31351400                | Conjuntos de tubería ligada
 31351500                | Conjuntos de tubería empernados
 31351600                | Conjuntos de tubería soldada de solvente
 31351700                | Conjuntos de tubería soldada sónica
 31361100                | Conjuntos de placa ligados
 31361200                | Conjuntos de placa empernados
 31361300                | Conjuntos de placa soldados de solvente
 31361400                | Conjuntos de placas soldadas o soldadas con latón
 31361500                | Conjuntos de placas soldadas con ultra violeta UV
 31361600                | Conjuntos de placas soldadas con sónico
 31361700                | Conjuntos de placas remachadas
 31371000                | Productos de fibra de cerámica
 31371100                | Ladrillos refractarios
 31371200                | Compuestos para moldear
 31371300                | Refractarios formados
 31371400                | Losetas refractarias
 31381100                | Imanes fundidos y ensambles magnéticos
 31381200                | Imanes sinterizados y ensambles magnéticos
 31381300                | Imanes prensados y ensambles magnéticos
 31381400                | Imanes pegados con plástico y ensambles magnéticos
 31381500                | Imanes moldeados por inyección y ensambles magnéticos
 31391500                | Maquinados de precisión estándar
 31391600                | Maquinados de precisión media
 31391700                | Maquinados de precisión alta
 31401500                | Empaques Moldeados
 31401600                | Empaques troquelados
 31401700                | Empaques estampados
 31401800                | Empaques cortados con chorro de agua
 31401900                | Empaques líquidos
 31411500                | Sellos torneados
 31411600                | Sellos troquelados
 31411700                | Sellos mecánicos
 31411800                | Sellos de diafragma
 31411900                | Sellos moldeados
 31421500                | Sellos sinterizados
 32101500                | Conjuntos de circuitos y componentes de radiofrecuencia (RF)
 32101600                | Circuitos integrados
 32111500                | Diodos
 32111600                | Transistores
 32111700                | Aparatos semiconductores
 32121500                | Capacitores
 32121600                | Resistores
 32121700                | Componentes discretos
 32121800                | Filtros de señales
 32121900                | Resonadores
 32131000                | Accesorios, materias primas y piezas de componentes electrónicos
 32141000                | Tubos electrónicos
 32141100                | Piezas y accesorios de tubos electrónicos
 32151500                | Dispositivos de control de indicación y de señalización
 32151600                | Subsistemas programables de controlador lógico
 32151700                | Controladores lógicos programables
 32151800                | Dispositivos de control de seguridad
 32151900                | Dispositivos de automatización de control de la conectividad
 32152000                | Control de procesos o sistemas empaquetados de automatización
 39101600                | Lámparas y bombillas
 39101800                | Componentes y accesorios de Lámpara
 39101900                | Balastos de lámparas y transformadores de lámparas
 39111500                | Iluminación de interiores y artefactos
 39111600                | Iluminación exterior y artefactos
 39111700                | Alumbrado de emergencia
 39111800                | Accesorios de iluminación
 39111900                | Señalización e iluminación de emplazamientos peligrosos
 39112000                | Proyectores móviles
 39112100                | Iluminación óptica
 39112200                | Dispositivos de efectos especiales
 39112300                | Iluminación y accesorios de escenarios y estudios
 39112400                | Dispositivos para manejo de luces y control de escenarios y estudios
 39112500                | Luminarias de escenarios y estudios
 39112600                | Dispositivos de iluminación no - eléctrica
 39121000                | Equipamiento para distribución y conversión de alimentación
 39121100                | Centros de control y distribución y accesorios
 39121300                | Cuadros, registros y menaje para electricidad
 39121400                | Lengüetas de conexión, conectadores y terminales
 39121500                | Conmutadores, controles y relés y accesorios
 39121600                | Dispositivos y accesorios para la protección de circuitos
 39121700                | Ferretería eléctrica y suministros
 39121800                | Instalaciones de Edificios Inteligentes - IBI
 39121900                | Dispositivos y accesorios de seguridad eléctrica
 39122000                | Unidades eléctricas de velocidades variables
 39122100                | Equipo de transmisión y distribución eléctrica
 39122200                | Interruptores eléctricos y accesorios
 39122300                | Relés eléctricos y accesorios
 39131500                | Marcadores de alambre y dispositivos para marcar alambre
 39131600                | Dispositivos de protección de alambre
 39131700                | Conductos eléctricos, electroductos y cables aéreos
 40101500                | Ventilación
 40101600                | Circulación del aire y piezas y accesorios
 40101700                | Enfriamiento
 40101800                | Equipo de calefacción y piezas y accesorios
 40101900                | Control de humedad
 40102000                | Calderas
 40102100                | Chimeneas y accesorios
 40141600                | Válvulas
 40141700                | Material de ferretería y accesorios
 40141900                | Conductos
 40142000                | Mangueras
 40142200                | Reguladores de gas y fluido
 40142500                | Interceptores y coladores
 40151500                | Bombas
 40151600                | Compresores
 40151700                | Piezas y accesorios de bomba
 40151800                | Partes o accesorios de compresores
 40161500                | Filtros
 40161600                | Purificación
 40161700                | Separadores
 40161800                | Medios de filtrado
 40171500                | Tubos y tuberías comerciales
 40171600                | Tubos y tuberías industriales
 40171700                | Adaptadores de tubos
 40171800                | Anillos frontales de ángulos de tubos
 40171900                | Bridas de respaldo para tubos
 40172000                | Deflectores para tubos
 40172100                | Codos para tubos
 40172200                | Bridas ciegas para tubos
 40172300                | Casquillos para tubos
 40172400                | Tapas para tubos
 40172500                | Conectores de tubos
 40172600                | Acoples de tubos
 40172700                | Cruces de tubos
 40172800                | Codos de tubos
 40172900                | Uniones de extensión de tubos
 40173000                | Semiacoplamientos de tubería
 40173100                | Brida de junta de empalme para tubos
 40173200                | Bridas cuello largas para soldar
 40173300                | Boquillas de tubos
 40173400                | Bridas de plato
 40173500                | Tapones para tubos
 40173600                | Acoplamientos reductores para tubos
 40173700                | Bridas reductoras para tubos
 40173800                | Abrazaderas de reparación para tubos
 40173900                | Disco de ruptura para tubos
 40174000                | Brida deslizante para tubos
 40174100                | Brida encajada por soldadura para tubos
 40174200                | Sockolets para tubos
 40174300                | Espaciadores para tubos
 40174400                | Bridas ciegas para tubos
 40174500                | Pivotes o uniones rotativas para tubos
 40174600                | T para tubos
 40174700                | Brida roscada para tubos
 40174800                | Bridas de inodoro para tubos
 40174900                | Uniones para tubos
 40175000                | Bridas cuello para tubos
 40175100                | Brida encajada por soldadura
 40175200                | Y de conexión para tubos
 40175300                | Accesorios y bridas especializados para tubos
 40181500                | Tubos de cobre soldados
 40181600                | Tubos de latón soldados
 40181700                | Tubos de aluminio soldados
 40181800                | Tubos de acero soldados
 40181900                | Tubos de acero inoxidable soldados
 40182000                | Tubos de cobre sin uniones
 40182100                | Tubos de latón sin uniones
 40182200                | Tubos de aluminio sin uniones
 40182300                | Tubos de acero sin uniones
 40182400                | Tubos de acero inoxidable sin uniones
 40182500                | Tubos de cobre extruidos
 40182600                | Tubos de latón extruidos
 40182700                | Tubos de aluminio extruidos
 40182800                | Tubos de acero extruidos
 40182900                | Tubos de acero inoxidable extruidos
 40183000                | Tuberías de caucho y plástico
 40183100                | Accesorios de tubos
 41101500                | Equipo y suministros para la mezcla, la dispersión y la homogeneización en laboratorio
 41101700                | Equipo de perforación, amoladura, corte, trituración y prensado para laboratorio
 41101800                | Equipo de física de electrones y de estado sólido para laboratorio
 41101900                | Equipo iónico de laboratorio
 41102400                | Equipo de calefacción y secadores para laboratorio
 41102500                | Equipo entomológico para laboratorio y accesorios
 41102600                | Equipo y accesorios para laboratorio animal
 41102700                | Equipo de cristalografía
 41102900                | Equipo de histología
 41103000                | Equipo de enfriamiento para laboratorio
 41103200                | Equipo de lavado de laboratorio
 41103300                | Equipo de mecánica de fluidos
 41103400                | Equipo de acondicionamiento ambiental para laboratorio
 41103500                | Recintos cerrados de laboratorio y accesorios
 41103700                | Cubetas de laboratorio
 41103800                | Equipo y suministros para la mezcla y la agitación por sacudida o varillas en laboratorio
 41103900                | Centrifugadoras de laboratorio y accesorios
 41104000                | Equipo de toma de muestras
 41104100                | Contenedores de recogida y transporte de especímenes, y suministros
 41104200                | Equipo y suministros de purificación de agua para laboratorio
 41104300                | Equipo de fermentación
 41104400                | Equipo de incubación de laboratorio
 41104500                | Estufas de laboratorio y accesorios
 41104600                | Hornos de laboratorio y accesorios
 41104700                | Secadoras por congelación y liofilizadores de laboratorio, y accesorios
 41104800                | Equipo y suministros de laboratorio para el vertido, la destilación, la evaporación y la extracción
 41104900                | Equipo y suministros de filtrado para laboratorio
 41105000                | Equipo y suministros de tamizado y cribado para laboratorio
 41105100                | Bombas y conductos de laboratorio
 41105200                | Equipo de teñido de portaobjetos de laboratorio y accesorios
 41105300                | Sistemas de electroforesis y transferencia para laboratorio y suministros
 41105500                | Kits y componentes de extracción, purificación y cuantificación de ácidos nucleicos
 41105600                | Productos secuenciadores de ácido desoxirribonucleico (ADN)
 41105700                | Matrices génicas
 41105800                | Productos de transcripción y traducción in vitro
 41105900                | Bibliotecas y material relacionado
 41106000                | Sistemas de etiquetado y detección de ácidos nucleicos
 41106100                | Kits de análisis de ácido desoxirribonucleico (ADN)
 41106200                | Medios, kits y equipo de propagación y transformación de microorganismos
 41106300                | Productos de reacción en cadena de la polimerasa (PCR) y reacción en cadena de transcriptasa inversa de la polimerasa (RT PCR)
 41106400                | Iniciadores, enlaces y adaptadores
 41106500                | Productos de expresión proteínica
 41106600                | Vectores
 41106700                | Equipos y accesorios de laboratorio botánico
 41111500                | Instrumentos de medición del peso
 41111600                | Instrumentos de medida de longitud, espesor o distancia
 41111700                | Instrumentos y accesorios de visión y observación
 41111800                | Equipo de examen no destructivo
 41111900                | Instrumentos indicadores y de registro
 41112100                | Transductores
 41112200                | Instrumentos de medida de temperatura y calor
 41112300                | Instrumentos de medición de la humedad
 41112400                | Instrumentos de medida y control de la presión
 41112500                | Instrumentos de medición y observación del caudal de fluidos
 41112600                | Equipo de monitorización y comprobación higiénica
 41112700                | Equipo para semillas y piensos
 41112800                | Equipo e instrumentos relacionados con el transporte
 41112900                | Equipo e instrumentos de navegación
 41113000                | Instrumentos de suministros evaluación química
 41113100                | Analizadores y monitores de gas
 41113300                | Analizadores de líquidos, sólidos y elementos
 41113400                | Instrumentos de evaluación nuclear
 41113600                | Equipo de medición y comprobación eléctrica
 41113700                | Instrumentos de medición y comprobación de comunicación electrónica
 41113800                | Instrumentos geofísicos, geotécnicos e hidrológicos
 41113900                | Equipo para medición de suelos
 41114000                | Equipo de medida de rocas y estratos
 41114100                | Instrumentos sismológicos
 41114200                | Instrumentos de agrimensión
 41114300                | Instrumentos hidrológicos
 41114400                | Instrumentos meteorológicos
 41114500                | Instrumentos mecánicos
 41114600                | Instrumentos de verificación de metales, metalurgia y materiales estructurales
 41114700                | Instrumentos para comprobación de papel, madera y tejidos
 41114800                | Instrumentos para comprobación de cerámica y vidrio
 41115100                | Instrumentos para comprobación de carbón y mineral
 41115200                | Sistemas y componentes de radar y sonar
 41115300                | Equipo de generación y medición de luz y ondas
 41115400                | Equipo espectroscópico
 41115500                | Equipo de generación y medición de sonido
 41115600                | Instrumentos y accesorios de medición electroquímica
 41115700                | Instrumentos y accesorios de medición cromatográfica
 41115800                | Analizadores, accesorios y suministros clínicos y diagnósticos
 41116000                | Reactivos de analizadores clínicos y diagnósticos
 41116100                | Kits de ensayos manuales, controles de calidad, calibradores y normativas
 41116200                | Suministros y equipo para lugares de tratamiento de pacientes
 41116300                | Comprobadores de punto de inflamación para laboratorio
 41116400                | Instrumentos de medición de la aceleración y la vibración
 41116500                | Piezas y accesorios de instrumentos
 41121500                | Equipo y suministros de pipetas y manipulación de líquidos
 41121600                | Puntas de pipeta
